"Time","Location","Object","Participant","Means","Denoter"
"","","","","","了解"
"８月３１日下午16：45分左右","S206线喀喇沁旗牛家营子段","","","","交通事故"
"当时","","面包车","","","相撞"
"","","","3人","","死亡"
"","","","2人","","受伤"
"目前","","事故","","","处理"
"","","","本报","","讯"
"8月21日7时40分","307国道河北黄骅市滕庄子乡康庄子路口","一辆大客车","","","相撞"
"截至昨日18时","","","9人","","死亡"
"","","","52人","","受伤"
"目前","医院","","这些伤者","","救治"
"","","","本报","","讯"
"昨天凌晨5点半","工人体育场北路","一辆三菱跑车","","","撞到"
"","在路上","","","","翻倒"
"","车内","","一人面部","","受伤"
"","","","","","事故"
"","","一段隔离护栏","","","撞倒"
"","地上","红色三菱跑车","","","躺"
"","","跑车前部","","","受损"
"","到路上","一些物品","","","甩"
"","","","","","事故"
"","","现场周围道路","","","拥堵"
"","现场","","两名交警","","疏导"
"","","","周先生","","说"
"凌晨5点半","家中","","他","","听见"
"","","","","","看到"
"","在路中央","一辆跑车","","","翻倒"
"","","","周先生","","出来"
"","","","","","救人"
"","","","车里两名女子","","爬出"
"","","右脸","一人","","捂"
"","","鲜血","","","涌出"
"随后","武警医院","","两名女子","","送到"
"前晚7时30分许","通州西集镇郎府卫生院西侧路口","一辆轿车","","","冲"
"","","","多名路人","","撞倒"
"","","一间民房外墙","","","撞穿"
"","","","","","停下"
"当场","","","一名3岁男童","","死亡"
"","","","一名15岁少年","","身亡"
"","","","3人","","受伤"
"","","","附近居民","","称"
"当时","","肇事车","","","摇摆"
"","","","司机","","救出"
"当晚","","","警方","","血液取样"
"目前","","","","","调查"
"昨天早上6点左右","丰台区旧中路东侧","一辆运奶车","","","侧翻"
"","","轿车","","","撞上"
"","路面上","鲜奶","","","泼洒"
"早上8点半左右","路边","小货车","","","侧翻"
"","路面上","鲜奶","","","泼洒"
"","","","牛奶车司机","","称"
"当时","","","他","","行驶"
"","","对面车道上一辆货车","","","躲避"
"","","人行道","","","冲上"
"","","","","","侧翻"
"","","轿车","","","撞上"
"","","轿车","","","撞上"
"","","一辆白色大众轿车","","","损毁"
"","","车尾","","","报废"
"","","其余轿车车窗、车门","","","损坏"
"","","","","","事"
"","","","丰台交警","","判"
"约一小时后","","事故现场","","","处理"
"","","","本报","","讯"
"昨天上午11时许","顺平路北窑上桥南两公里处","一辆满载煤炭的大货车","","","躲避"
"","逆行车道","","","","侧翻"
"","","","司机","","受伤"
"昨天上午","现场","","记者","","看到"
"","顺平路由北向南车道","黄色大货车","","","侧翻"
"","","车前风挡玻璃","","","碎落"
"","地上","煤","","","倾倒"
"","","铲车上","几名工人","","装煤"
"","","","","","拉走"
"","","","李先生","","说"
"","","货车","","","躲避"
"","","","","","侧翻"
"","","车","","","翻"
"","逆行车道","","","","滑行"
"","","车头","","","转"
"","","","","","事"
"","现场","","交警","","赶到"
"","","车道","","","封锁"
"","","出京车辆","","","疏导"
"十月十日","西安","","中新社","","电"
"","","","记者","","获悉"
"八日","西(安)至汉(中)高速公路","","","","交通事故"
"","","三十多辆车","","","相撞"
"","","","四人","","死亡"
"","","","十六人","","受伤"
"超过三十个小时","","西汉高速公路","","","中断"
"二00二年九月","","西(安)汉(中)高速公路","","","开工"
"今年九月三十日","","","","","通车"
"十月八日","","西汉高速汉中到西安方向涝峪段","","","交通事故"
"","","三十多辆车","","","相撞"
"","","","四人","","死亡"
"","","","十六人","","受伤"
"","","西汉高速公路汉中到西安方向路段","","","中断"
"","","","知情者","","透露"
"十月八日","","西汉高速公路","","","放行"
"","","大批大货车","","","进入"
"","","","一些司机","","驾车"
"","前方","","","","事故"
"","","","","","刹车"
"","","刹车","","","失灵"
"","","","","","多起事故"
"","","","记者","","了解"
"八日中午","","西安到汉中高速公路","","","实行"
"","汉中","车辆","","","前往"
"超过三十小时","汉中龙亭收费站附近路面上","","","","滞留"
"","","","本报","","讯"
"前天凌晨3点左右","通州区通燕高速出京方向宋庄出口处","一辆面包车","","","超车"
"","","","","","侧翻"
"","","","两人","","受伤"
"","","","一人","","甩出"
"","","","","","接警"
"","现场","","新华街消防中队","","赶到"
"","","","","","查看"
"","高速路中间","一辆大货车","","","停"
"","","一辆面包车","","","侧翻"
"","","碎玻璃","","","散落"
"","","","大货车司机刘先生","","说"
"","","","","","事"
"","高速路","","他","","行驶"
"","","一辆银灰色小面包车","","","超车"
"","","面包车","","","侧翻"
"","","","一人","","甩"
"不久","","","一人","","爬"
"","","","刘先生","","报警"
"","","","","","事"
"","","急救车","","","赶到"
"","附近医院","","两名伤者","","送"
"","","","","","了解"
"","医院","","男乘客","","治疗"
"目前","","事故原因","","","调查"
"8月21日","香港","","新华社","","电"
"21日上午","香港新界区的长青隧道通往九龙方向的管道内","5车","","","相撞"
"","","","1人","","死亡"
"","","","20多人","","受伤"
"","","","2人","","受伤严重"
"早上8时30分左右","","","","","事故"
"","长青隧道通往九龙方向的管道内","小巴","","","行驶"
"","","","","","停下"
"","","4辆车","","","刹车"
"","","","","","撞"
"26日16时许","五常市沙河镇北沙河村","山野菜","18名农民","","采"
"","","一辆农用时锋三轮车","","","搭载"
"","雪乡公路78公里处","车","","","会车"
"","","","","","侧翻"
"","","","6人","","死亡"
"","","","11人","","受伤"
"目前","五常市人民医院","","伤者","","送至"
"","","","伤者","","处置"
"","家中","","","","返回"
"","","","一人","","骨折"
"昨天凌晨1时许","哈尔滨市第五医院","","","","送到"
"","","","","","治疗"
